text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,_primary_case_type,_obfuscation_type,_original_text
"Реtеr Rоddy

Yоu аrе аwаrе оf thе рlаѕtіс flоаtіng іn thе осеаn.

Аmеrіса hаѕ dеfіnіtеly dumbеd-dоwn оvеr thе dесаdеѕ. Nоw thеrе аrе tоо mаny реорlе dоіng tоо mаny ѕtuріd thіngѕ. 

Thе ѕоlutіоn? Еduсаtе thе рорulасе tо Trеаt thе рlаnеt аѕ іf іt іѕ Mоthеr Еаrth аnd lеаvе іt bеttеr thаn yоu fоund іt fоr thе nеxt gеnеrаtіоn. 

Grееd аnd іnѕtаnt grаtіfісаtіоn nоw rulе.

Thе ѕоlutіоn іѕ dеfіnіtеly nоt ѕреndіng mоrе mоnеy оn lаzy dо nоthіng gоvеrnmеnt еmрlоyееѕ wіth оvеr раіd ѕаlаrіеѕ аnd full bеnеfіt расkаgеѕ.

Оur соuntry hаѕ ѕреnt untоld trіllіоnѕ tо рrоduсе реорlе thаt аrе аѕ ѕtuріd аѕ роѕѕіblе.",0.692307710647583,0.03076923079788685,0.07692307978868484,0.015384615398943424,0.6769230961799622,0.03076923079788685,0.0,threat,homoglyph,"Peter Roddy

You are aware of the plastic floating in the ocean.

America has definitely dumbed-down over the decades. Now there are too many people doing too many stupid things. 

The solution? Educate the populace to Treat the planet as if it is Mother Earth and leave it better than you found it for the next generation. 

Greed and instant gratification now rule.

The solution is definitely not spending more money on lazy do nothing government employees with over paid salaries and full benefit packages.

Our country has spent untold trillions to produce people that are as stupid as possible."
"7​r​u​m​p​'​$ n07 @ w​1​l​d​c​@​r​d​.  H​3​'​$ 7h3 7w0 0f d​1​@​m​0​n​d​$​.​
​
​P​l​3​n​7​y 0f r​3​@​$​0​n​$ n07 70 l​1​k​3 C​l​1​n​7​0​n​, bu7 z​3​r​0 r​3​@​$​0​n​$ 70 v​0​7​3 f0r 7​r​u​m​p​, u​n​l​3​$​$ y0u h​@​7​3 @​m​3​r​1​c​@​.",0.20000000298023224,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.0,obscene,mixed,"Trump's not a wildcard.  He's the two of diamonds.

Plenty of reasons not to like Clinton, but zero reasons to vote for Trump, unless you hate America."
"Gаry Ѕtеvеnѕ оr аny іnсumbаntѕ соuld hаvе blоwn whіѕtlе оn аll thіѕ, but сhоѕе tо hоnоr Junеаu соvеnаnt. Thеy аrе mоrе lоyаl tо еасh оthеr еvеn whеn thеy knоw thе асtіоnѕ аrе іllеgаl, іmmоrаl, аnd unеthісаl. Bеt thеѕе соnѕ аrе іn сhurсh оn Ѕundаyѕ.",0.30000001192092896,0.0,0.0,0.0,0.20000000298023224,0.10000000149011612,0.0,identity_attack,homoglyph,"Gary Stevens or any incumbants could have blown whistle on all this, but chose to honor Juneau covenant. They are more loyal to each other even when they know the actions are illegal, immoral, and unethical. Bet these cons are in church on Sundays."
Whаt а wіmрy rасе thе Іdіtаrоd hаѕ bесоmе!,0.12820513546466827,0.0,0.05128205195069313,0.0,0.12820513546466827,0.05128205195069313,0.0,identity_attack,homoglyph,What a wimpy race the Iditarod has become!
"You m​i​s​p​e​l​l​e​d ""​c​o​n​g​r​e​s​s​.​""",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,zwsp,"You mispelled ""congress."""
"І'm vоtіng wіth my fееt аnd lеаvіng thіѕ ѕtаtе ѕооn. Еnjоy yоur mіѕеry, реорlе оf Оrеgоn. Yоu саn't сhаngе сrаzy аnd thіѕ ѕtаtе іѕ full оf іnѕаnіty.",0.4492753744125366,0.014492753893136978,0.0,0.0,0.4637681245803833,0.17391304671764374,0.0,identity_attack,homoglyph,"I'm voting with my feet and leaving this state soon. Enjoy your misery, people of Oregon. You can't change crazy and this state is full of insanity."
Ya t​h​i​n​k​? Do t​h​e​y t​h​i​n​k w​e​'​r​e all h​o​o​k​e​d on S​t​u​p​i​d P​i​l​l​s​?,0.546875,0.0,0.109375,0.0,0.5,0.0,0.0,obscene,zwsp,Ya think? Do they think we're all hooked on Stupid Pills?
"Yоu rеаlly dоn't rеаd muсh, арраrеntly. Іt'ѕ tіrіng tо hаvе tо еduсаtе реорlе оn іnfоrmаtіоn thеy соuld еаѕіly dіѕсоvеr fоr thеmѕеlvеѕ. І'm nоt а bіg fаn оf рrоvіdіng frее ѕtuff tо реорlе whо dоn't try tо wоrk, but thе fасtѕ аrе thаt Hоuѕіng Fіrѕt асtuаlly dоеѕ rеduсе соѕtѕ tо gоvеrnmеnt ѕо іt'ѕ рrеtty ѕіlly tо орроѕе іt. Unlеѕѕ yоur  dесіѕіоnѕ аrе bаѕеd оn ѕріtе, thаt іѕ. 

Іt'ѕ аlѕо rudе tо іnѕult а реrѕоn fоr thеіr lооkѕ. Іf yоu fіnd іt fun реrhарѕ yоu'll роѕt а рісturе оf yоurѕеlf ѕо wе саn аll jоіn іn аnd ѕее whаt yоu fіnd ѕо еntеrtаіnіng аnd рrоduсtіvе аbоut іt.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,homoglyph,"You really don't read much, apparently. It's tiring to have to educate people on information they could easily discover for themselves. I'm not a big fan of providing free stuff to people who don't try to work, but the facts are that Housing First actually does reduce costs to government so it's pretty silly to oppose it. Unless your  decisions are based on spite, that is. 

It's also rude to insult a person for their looks. If you find it fun perhaps you'll post a picture of yourself so we can all join in and see what you find so entertaining and productive about it."
G​l​@​d 7​h​3​y g07 r​3​$​c​u​3​d​;​7​h​3​y c​0​u​l​d​@ g​0​7​7​3​n 3​@​7​3​n by p​0​l​@​r b​3​@​r​$​.,0.1666666716337204,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,threat,mixed,Glad they got rescued;they coulda gotten eaten by polar bears.
"D​o​n​'​t e​x​a​g​g​e​r​a​t​e​. N​o​b​o​d​y​'​s a​s​k​i​n​g her to s​h​u​t s​h​o​p​, o​n​l​y c​h​a​n​g​e the o​f​f​e​n​s​i​v​e n​a​m​e​s​.​
​I​d​e​o​l​o​g​i​c​a​l p​u​r​i​t​y​? W​e​'​r​e a​s​k​i​n​g for b​a​s​i​c s​e​n​s​i​t​i​v​i​t​y h​e​r​e​.",0.20000000298023224,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,insult,zwsp,"Don't exaggerate. Nobody's asking her to shut shop, only change the offensive names.
Ideological purity? We're asking for basic sensitivity here."
B​E​R​N​I​E​s is a​w​e​s​o​m​e we s​h​o​u​l​d h​a​v​e b​e​e​n l​i​s​t​e​n​i​n​g to him for d​e​c​a​d​e​s​.  H​e​'​s not a c​o​m​m​u​n​i​s​t​.  L​e​a​r​n w​h​a​t B​E​R​N​I​E is a​b​o​u​t b​e​f​o​r​e you w​r​i​t​e s​u​c​h r​u​b​b​i​s​h​.  h​t​t​p​s​:​/​/​y​o​u​t​u​.​b​e​/​R​U​3​N​K​v​v​x​c​S​s,0.4000000059604645,0.0,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,obscene,zwsp,BERNIEs is awesome we should have been listening to him for decades.  He's not a communist.  Learn what BERNIE is about before you write such rubbish.  https://youtu.be/RU3NKvvxcSs
"Y​o​u​r h​o​l​y b​o​o​k a​l​s​o s​a​n​c​t​i​o​n​s i​n​f​a​n​t​i​c​i​d​e​: ""​T​h​e​i​r i​n​f​a​n​t​s w​i​l​l be d​a​s​h​e​d to p​i​e​c​e​s b​e​f​o​r​e t​h​e​i​r e​y​e​s​; t​h​e​i​r h​o​u​s​e​s w​i​l​l be l​o​o​t​e​d and t​h​e​i​r w​i​v​e​s v​i​o​l​a​t​e​d​.​"" Do you f​o​l​l​o​w t​h​a​t t​o​o​? Of c​o​u​r​s​e n​o​t​.  You p​i​c​k and c​h​o​o​s​e w​h​a​t you t​a​k​e f​r​o​m the B​i​b​l​e​.  You h​a​v​e c​h​o​s​e​n m​i​s​o​g​y​n​y​.  Own it or d​i​s​c​a​r​d the b​e​l​i​e​f​.",0.5,0.0,0.0,0.0,0.10000000149011612,0.30000001192092896,0.30000001192092896,sexual_explicit,zwsp,"Your holy book also sanctions infanticide: ""Their infants will be dashed to pieces before their eyes; their houses will be looted and their wives violated."" Do you follow that too? Of course not.  You pick and choose what you take from the Bible.  You have chosen misogyny.  Own it or discard the belief."
"Thе рrоblеm іѕ Роlісе Сhіеf Bіll Blаіr dоеѕ nоt wаnt tо ѕее jоbѕ lоѕt fоr hіѕ роlісе fоrсе.  Ѕісk.  Wе thе реорlе hаvе tо ѕеnd thе gоvеrnmеnt а lоud  mеѕѕаgе,  ЅTОР АRRЕЅTІNG GООD РЕОРLЕ.",0.5,0.0,0.0,0.0,0.5,0.0,0.0,insult,homoglyph,"The problem is Police Chief Bill Blair does not want to see jobs lost for his police force.  Sick.  We the people have to send the government a loud  message,  STOP ARRESTING GOOD PEOPLE."
@ m@n wh0 h@$ n07 b​3​3​n @ $​0​c​1​@​l​1​$​7 b​3​f​0​r​3 25 h@$ n0 h​3​@​r​7​. 1f h3 r​3​m​@​1​n​$ 0n3 @​f​7​3​r 25 h3 h@$ n0 h​3​@​d​.​—​K​1​n​g 0​$​c​@​r 11 0f $​w​3​d​3​n,0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,mixed,A man who has not been a socialist before 25 has no heart. If he remains one after 25 he has no head.—King Oscar II of Sweden
7h3 N0r7h $l0p3 B0r0ugh h@$ @lw@y$ b33n @ c3$$p00l 0f c0rrup710n.,0.30000001192092896,0.0,0.0,0.0,0.20000000298023224,0.10000000149011612,0.0,identity_attack,leet,The North Slope Borough has always been a cesspool of corruption.
"U​h​h​h y0u @r3 c​0​n​f​u​$​1​n​g 7​r​u​m​p w​1​7​h "" p​3​r​v​3​r​7​"" b​1​l​l c​l​1​n​7​0​n​. D​3​$​p​3​r​@​7​3 70 f​1​n​d $​0​m​3​7​h​1​n​g 3h?",0.5,0.10000000149011612,0.0,0.0,0.5,0.0,0.0,severe_toxicity,mixed,"Uhhh you are confusing trump with "" pervert"" bill clinton. Desperate to find something eh?"
"Interesting_how_the_RG,_in_the_first_paragraph,_finds_it_necessary_to_undercut_the_Sanders_campaign._As_does_the_rest_of_the_corporate_mainstream_news_media._Yes_it's_unlikely_that_Sanders_will_win_the_nomination,_but_that's_really_not_the_point_now._The_point_is_to_demonstrate_how_many_people_prefer_Sander's_politics_to_Hillary_Clinton's,_in_order_to_push_her_and_the_party_to_the_left._I'm_reminded_of_a_line_in_the_movie_Network:_""We're_mad_as_hell_and_we're_not_going_to_take_it_anymore""._I_won't_vote_for_Hillary.",0.30000001192092896,0.10000000149011612,0.0,0.0,0.30000001192092896,0.0,0.10000000149011612,sexual_explicit,underscore,"Interesting how the RG, in the first paragraph, finds it necessary to undercut the Sanders campaign. As does the rest of the corporate mainstream news media. Yes it's unlikely that Sanders will win the nomination, but that's really not the point now. The point is to demonstrate how many people prefer Sander's politics to Hillary Clinton's, in order to push her and the party to the left. I'm reminded of a line in the movie Network: ""We're mad as hell and we're not going to take it anymore"". I won't vote for Hillary."
"R*ght w*ng n*ts are st*p*d. Pr*v*n f*ct. L*b*r*ls, in the oth*r h*nd, ar*n't. 
I g**ss th*t m*k*s th*m a l*ttle h*rd*r to f**l and c*ntr*l, eh, H*rr F*hr*r?",0.7936508059501648,0.01587301678955555,0.1111111119389534,0.01587301678955555,0.7460317611694336,0.1111111119389534,0.0317460335791111,threat,asterisk,"Right wing nuts are stupid. Proven fact. Liberals, in the other hand, aren't. 
I guess that makes them a little harder to fool and control, eh, Herr Fuhrer?"
"F*m*le g*n*t*l m*t*l*t**n is an ab*m*n*t**n. I'm not s*rpr*s*d you use it to say ""pr*gr*ss*v*s"" s*pp*rt it. But th*t's y**r c*ll*ng c*rd",0.328125,0.03125,0.03125,0.046875,0.09375,0.078125,0.34375,threat,asterisk,"Female genital mutilation is an abomination. I'm not surprised you use it to say ""progressives"" support it. But that's your calling card"
"1n c​@​$​3 y0u w​3​r​3​n​'​7 @​w​@​r​3​, 7h3 m​1​d​d​l​3 c​l​@​$​$ w@$ m​u​r​d​3​r​3​d by N​@​F​7​@ @ l​0​n​g 7​1​m​3 @​g​0​. 7​h​@​7​'​$ n07 @​c​7​u​@​l n​3​w​$​. 7h3 f​@​c​7 7​h​@​7 7​h​3​y @r3 $​7​1​l​l 7h3 b​@​c​k​b​0​n​3 0f 7​@​x​p​@​y​3​r​$ 1$ 7h3 n​3​w​$​.  w​h​3​r​3 1​g​n​0​r​@​n​c​3 r​3​1​g​n​$ l​1​f​3 1$ l​0​$​7",0.4000000059604645,0.0,0.0,0.10000000149011612,0.4000000059604645,0.0,0.0,threat,mixed,"in case you weren't aware, the middle class was murdered by NAFTA a long time ago. That's not actual news. The fact that they are still the backbone of taxpayers is the news.  where ignorance reigns life is lost"
"Unf0r7un@73ly h3r3 7h3 n@71v3 f@m1ly 1$ wh0 $uff3r$ 7h3 m0$7 fr0m 7h31r 0wn f@m1ly m3mb3r$. L00k @7 7h3 $7@71$71c$ 0f r@p3, 1nc3$7, $p0u$3 @bu$3 @nd v10l3n7 cr1m3 @g@1n$7 n@71v3 f@m1ly m3mb3r$. H1gh3$7 1n 7h3 n@710n. 17$ @lm0$7 @ cul7ur@l 7h1ng. $@d",0.4000000059604645,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,0.20000000298023224,sexual_explicit,leet,"Unfortunately here the native family is who suffers the most from their own family members. Look at the statistics of rape, incest, spouse abuse and violent crime against native family members. Highest in the nation. Its almost a cultural thing. Sad"
"Sh*'s d**ng her job wh*le you m*ke abs*rd st*t*m*nts ab**t her int*ll*ct w*th a 
ph*ny ""100% acc*r*cy"". You wr*te as if you kn*w h*r; you d*n't. Try t*ll*ng the wh*le tr*th inst**d of c*v*r*ng up for y**r l*ps*d*d p*s*t**n of ""*nd*p*nd*nt"". The r**d*rs can see r*ght thr**gh it.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,asterisk,"She's doing her job while you make absurd statements about her intellect with a 
phony ""100% accuracy"". You write as if you know her; you don't. Try telling the whole truth instead of covering up for your lopsided position of ""independent"". The readers can see right through it."
"3​x​@​c​7​l​y​, K​0​n​c​3​r​n​3​d​.​
​7​h​0​$​3 50 p​3​r​c​3​n​7​3​r m​0​0​c​h​3​r​$ @r3 k​1​l​l​1​n​' u$! W3 n​3​3​d 70 g37 7​h​0​$​3 l​@​z​y​, r​3​7​1​r​3​d $​3​n​1​0​r​$ (​w​h​0 p​@​1​d 7​h​3​1​r 7​@​x​3​$ f0r d​3​c​@​d​3​$ bu7 W​H​@​7 H​@​V​3 Y0U D​0​N​3 F0R M3 L​@​7​3​L​Y​?​?​)​, d​1​$​@​b​l​3​d f​0​l​k​$​, @​c​7​1​v​3​-​d​u​7​y m​1​l​1​7​@​r​y @nd c​h​1​l​d​r​3​n 70 $​7​@​r​7 p​u​l​l​1​n​g 7​h​3​1​r w​3​1​g​h​7​, g37 $​0​m​3 $​k​1​n 1n 7h3 g​@​m​3​, $​7​@​r​7 p​@​y​1​n​g $​0​m​3 7​@​x​3​$​, @nd $​7​0​p p​u​7​7​1​n​g 7h3 b​u​r​d​3​n 0n 7h3 r​3​$​7 0f u​$​.​
​
​G​3​7 $​0​m​3 j​0​b​$​, m​0​0​c​h​3​r​$​!",0.5,0.0,0.0,0.20000000298023224,0.5,0.10000000149011612,0.0,threat,mixed,"Exactly, Koncerned.
Those 50 percenter moochers are killin' us! We need to get those lazy, retired seniors (who paid their taxes for decades but WHAT HAVE YOU DONE FOR ME LATELY??), disabled folks, active-duty military and children to start pulling their weight, get some skin in the game, start paying some taxes, and stop putting the burden on the rest of us.

Get some jobs, moochers!"
"7h3$3 p30pl3 @r3 fl331ng pl@c3 70 $33k @$ylum $0 7h@7 7h31r f@m1l13$ d0n'7 g37 murd3r3d, 7h31r w1v3$ @nd d@ugh73r$ @r3n'7 r@p3d @nd $0ld 1n70 $3x $l@v3ry, 7h31r $0n$ @r3n'7 f0rc3d 70 w13ld m@ch1n3 gun$ 7h@7 murd3r 7h31r 0wn f@m1ly m3mb3r$. 7h3y ju$7 w@n7 70 l1v3 1n p3@c3. 1 h0p3 7h3 C@n@d1@n$ w1ll w3lc0m3 7h3m w17h 0p3n @rm$, b3c@u$3 7h3 r@mp@n7 n@710n@l1$m 7h@7 1$ $w33p1ng 7h3 U$ 1$ n07 w3lc0m1ng 70 @ny0n3 $33k1ng @ br1gh73r fu7ur3.",0.30000001192092896,0.0,0.10000000149011612,0.0,0.20000000298023224,0.10000000149011612,0.30000001192092896,sexual_explicit,leet,"These people are fleeing place to seek asylum so that their families don't get murdered, their wives and daughters aren't raped and sold into sex slavery, their sons aren't forced to wield machine guns that murder their own family members. They just want to live in peace. I hope the Canadians will welcome them with open arms, because the rampant nationalism that is sweeping the US is not welcoming to anyone seeking a brighter future."
"i_could_care_less_about_my_divided_however_there_are_people_in_the_bush_that_need_it_to_survive._Have_you_ever_seen_the_price_of_diesel_in_the_bush_during_the_winter?_Hell_we_paid_nearly_$1,000,000_in_OT_alone_just_to_come_up_with_this_proposal...joke!",0.20000000298023224,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,obscene,underscore,"i could care less about my divided however there are people in the bush that need it to survive. Have you ever seen the price of diesel in the bush during the winter? Hell we paid nearly $1,000,000 in OT alone just to come up with this proposal...joke!"
"Thаnkѕ, Wаvеmаkеr, fоr ѕhоwіng yоur truе соlоrѕ, аnd yоur еgrеgіоuѕ ІNTОLЕRАNСЕ оf оріnіоnѕ whісh (арраrеntly) dіffеr frоm yоur оwn.  Hоw dо yоu nоt fееl ѕhаmе аt рublісly mаkіng ѕuсh аn еxрlісіtly іntоlеrаnt ѕtаtеmеnt?  Whаt dіd І ѕаy іn my соmmеnt аbоvе thаt mеrіtѕ hаvіng іt ѕummаrіly dеlеtеd оr сеnѕоrеd?  Rеаlly, еxрlаіn yоurѕеlf, іf yоu саn.",0.1666666716337204,0.1666666716337204,0.0,0.0,0.1666666716337204,0.0,0.0,severe_toxicity,homoglyph,"Thanks, Wavemaker, for showing your true colors, and your egregious INTOLERANCE of opinions which (apparently) differ from your own.  How do you not feel shame at publicly making such an explicitly intolerant statement?  What did I say in my comment above that merits having it summarily deleted or censored?  Really, explain yourself, if you can."
"7h@7 h@$ b33n d0n3 70 r3dund@ncy @7 7h1$ p01n7 bu7 f@c7$ 0nly c0nfu$3 p30pl3 l1k3 y0u wh0 $p1n y0ur$3lv3$ $7up1d by c@ll1ng f@c7$ ""1nnu3nd0"" @nd ""c0nj3c7ur3."" 7h3 f@c7 r3m@1n$ 1f 73@m B1ll@ry, 7h3 m0$7 v1l3 c0rrup7 p0l171c@l w@r m@ch1n3 1n my l1f371m3, h@d @n R @f73r 7h31r n@m3, 7h3 D3m0cr@7$ w0uld b3 $cr3@m1ng bl00dy murd3r 7h3$3 2 @r3 n07 1n pr1$0n.",0.6065573692321777,0.032786883413791656,0.1147540956735611,0.08196721225976944,0.6229507923126221,0.0,0.0,threat,leet,"That has been done to redundancy at this point but facts only confuse people like you who spin yourselves stupid by calling facts ""innuendo"" and ""conjecture."" The fact remains if team Billary, the most vile corrupt political war machine in my lifetime, had an R after their name, the Democrats would be screaming bloody murder these 2 are not in prison."
"Y0ur c0mm3n7 7h@7 “1$r@3l1 l0bby1$7$” (J3w$) “run … g0v3rnm3n7 @nd m3d1@ 1n N0r7h @m3r1c@” 1$ 0f c0ur$3 b@$1c, 3v3n c0m1c@l, @n71-$3m171$m.  Bu7 n0, y0u @nd 7h3 r3$7 0f 7h3 f0lk$ 0n 7h1$ b0@rd @r3n’7 b1g07$, ju$7 $up3r-dup3r c0nc3rn3d @b0u7 hum@n r1gh7$.",0.1666666716337204,0.1666666716337204,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,identity_attack,leet,"Your comment that “Israeli lobbyists” (Jews) “run … government and media in North America” is of course basic, even comical, anti-Semitism.  But no, you and the rest of the folks on this board aren’t bigots, just super-duper concerned about human rights."
"Does_free_speech_include_the_right_to_threaten_shooting_a_middle_school?

edit:_He_wasn't_arrested_for_the_clown_profile_but_for_making_threats._Are_you_just_pretending_the_clown_profile_was_the_problem_or_do_you_not_understand_the_charges?_Anyway,_I_share_your_hope_that_he_isn't_imprisoned_but_rather_is_given_help,_but_defending_his_actions_as_exercising_free_speech_and_pretending_he_just_had_a_clown_profile_is_just_glossing_over_his_problems.",0.4000000059604645,0.10000000149011612,0.0,0.0,0.5,0.0,0.0,severe_toxicity,underscore,"Does free speech include the right to threaten shooting a middle school?

edit: He wasn't arrested for the clown profile but for making threats. Are you just pretending the clown profile was the problem or do you not understand the charges? Anyway, I share your hope that he isn't imprisoned but rather is given help, but defending his actions as exercising free speech and pretending he just had a clown profile is just glossing over his problems."
"""@7 $​0​m​3 p​0​1​n​7 @ l​@​c​k 0f @​d​3​q​u​@​7​3 c​l​0​7​h​1​n​g b​3​c​0​m​3​$ @ d​1​$​7​r​@​c​7​1​0​n 1n 7h3 c​l​@​$​$​r​0​0​m​.​""​
​0​h r​3​@​l​l​y​? @nd w​h​@​7 p​r​0​0​f d0 y0u h​@​v​3 7​h​@​7 y​0​u​r d​3​f​1​n​1​7​1​0​n 0f ""​@​d​3​q​u​@​7​3​"" 1$ 7h3 c​0​r​r​3​c​7 0​n​3​? F​r​0​m 7​h​3​r​3 y0u 1​m​p​l​y h0w 7​h​0​$​3 @​w​f​u​l $​7​u​d​3​n​7​$ h​@​v​3 m​0​r​3 p​0​w​3​r 7​h​@​n 7​3​@​c​h​3​r​$​. 1​$​n​'​7 7​h​@​7 @ $​7​r​3​7​c​h​? 
​$​0​r​r​y​, bu7 j​u​$​7 b​3​c​@​u​$​3 7h3 $ky 1$ f​@​l​l​1​n​g f0r 0n3 1​n​7​3​r​p​r​3​7​3​r d​0​3​$​n​'​7 m​3​@​n 7h3 $ky 1$ @​c​7​u​@​l​l​y f​@​l​l​1​n​g​.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,mixed,"""At some point a lack of adequate clothing becomes a distraction in the classroom.""
Oh really? And what proof do you have that your definition of ""adequate"" is the correct one? From there you imply how those awful students have more power than teachers. Isn't that a stretch? 
Sorry, but just because the sky is falling for one interpreter doesn't mean the sky is actually falling."
7h3y @r3 $0 qu1ck 70 $71ck 17 70 $0m30n3 3l$3.  H0w @b0u7 7h3 l3g1$l@70r$ $h0w1ng @ b17 0f l3@d3r$h1p by $73pp1ng up @nd 7@k1ng $@l@ry @nd b3n3f17$ r3duc710n$?,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,sexual_explicit,leet,They are so quick to stick it to someone else.  How about the legislators showing a bit of leadership by stepping up and taking salary and benefits reductions?
"We are not t​a​l​k​i​n​g a​b​o​u​t the O​r​e​g​o​n l​e​g​i​s​l​a​t​u​r​e​, we all k​n​o​w the o​n​l​y way to d​e​a​l w​i​t​h t​h​e​m is how we v​o​t​e​.​
​
​W​e are t​a​l​k​i​n​g a​b​o​u​t how our C​o​m​m​i​s​s​i​o​n​e​r​s d​e​a​l w​i​t​h our p​r​o​p​o​s​e​d i​n​i​t​i​a​t​i​v​e​s​.  
No one is n​a​i​v​e​, t​h​e​y are j​u​s​t s​t​a​y​i​n​g on T​H​I​S t​o​p​i​c​.   
​E​v​e​r​y​o​n​e k​n​o​w​s the s​y​s​t​e​m is c​o​r​r​u​p​t​, t​h​a​t is the e​n​t​i​r​e p​o​i​n​t of G​l​a​d​y​s​'​s c​o​m​m​e​n​t​. 
​S​h​e i​s​n​'​t n​a​i​v​e​, she is fed up and w​a​n​t​s to k​e​e​p w​h​a​t l​i​t​t​l​e p​o​w​e​r we h​a​v​e l​e​f​t​, and if t​h​e​y w​a​n​t to be d​i​c​t​a​t​o​r​s​, m​i​g​h​t I s​u​g​g​e​s​t W​a​s​h​i​n​g​t​o​n​, D​.​C​.  as w​e​l​l​?",0.4000000059604645,0.10000000149011612,0.0,0.0,0.4000000059604645,0.0,0.0,severe_toxicity,zwsp,"We are not talking about the Oregon legislature, we all know the only way to deal with them is how we vote.

We are talking about how our Commissioners deal with our proposed initiatives.  
No one is naive, they are just staying on THIS topic.   
Everyone knows the system is corrupt, that is the entire point of Gladys's comment. 
She isn't naive, she is fed up and wants to keep what little power we have left, and if they want to be dictators, might I suggest Washington, D.C.  as well?"
"gооd tо ѕее yоu іn thе соmmеntѕ аgаіn, rudy.

'dоn't tаkе аny guff оff оf thоѕе ѕwіnе.'

  - huntеr thоmрѕоn",0.4000000059604645,0.0,0.10000000149011612,0.0,0.5,0.0,0.0,obscene,homoglyph,"good to see you in the comments again, rudy.

'don't take any guff off of those swine.'

  - hunter thompson"
"W​h​e​n G​i​e​s​s​e​l is up for r​e​-​e​l​e​c​t​i​o​n you and the r​e​s​t of the v​o​t​e​r​s in y​o​u​r d​i​s​t​r​i​c​t s​h​o​u​l​d do all A​l​a​s​k​a​n​s a f​a​v​o​r and r​e​m​o​v​e the ""​S​e​n​a​t​o​r​"" f​r​o​m her t​i​t​l​e​.",0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.1666666716337204,sexual_explicit,zwsp,"When Giessel is up for re-election you and the rest of the voters in your district should do all Alaskans a favor and remove the ""Senator"" from her title."
Whеrе іѕ thе рrіvаtе ѕесtоr frее еntеrрrіѕе? Ѕuсkіng uр ѕtаtе dоlе іѕ nо lоngеr а wаy оf lіfе. Thе ѕtаtе іѕ brоkе. Thе ѕtаtе саnnоt gоugе thе mеаn оld оіl соmраnіеѕ lіkе іt hаѕ іn thе раѕt. Nеаrly еvеry gоvеrnmеnt іѕ аddісtеd. Аll thаt mоnеy іѕ lіkе hеrоіn.,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,sexual_explicit,homoglyph,Where is the private sector free enterprise? Sucking up state dole is no longer a way of life. The state is broke. The state cannot gouge the mean old oil companies like it has in the past. Nearly every government is addicted. All that money is like heroin.
"C0uldn'7 h@v3 $@1d 17 b3773r my$3lf.  H0w3v3r, 7h3 f1r$7 b31ng 70 u773r 7h3 w0rd$ 0f KK'$ f@v0r173 @$$ump710n--'@nn@ kh@1rum m1n'hum--1'm B3773R 7h@n h1m' w@$ 0r1g1n@lly n@m3d ""1bl1$"" 1n @r@b1c, D1@b0l1$ 1n L@71n.  70d@y h3'$ u$u@lly ju$7 c@ll3d '$h@y7@n--$@7@n'.  7h3 r007 0f KK'$ '$up3r10r17y c0mpl3x' 1$ 7h3 $@7@n1c $p1r17.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,leet,"Couldn't have said it better myself.  However, the first being to utter the words of KK's favorite assumption--'Anna khairum min'hum--I'm BETTER than him' was originally named ""Iblis"" in Arabic, Diabolis in Latin.  Today he's usually just called 'shaytan--Satan'.  The root of KK's 'superiority complex' is the satanic spirit."
"1$ ""​h​1​p​p​0​c​r​@​c​y​"" 1​n​7​3​n​d​3​d 70 b3 @ pun 1n 7​h​1​$ c​0​n​7​3​x​7​?",0.20000000298023224,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,obscene,mixed,"Is ""hippocracy"" intended to be a pun in this context?"
"g​o​o​d to see you in the c​o​m​m​e​n​t​s a​g​a​i​n​, r​u​d​y​.​
​
​'​d​o​n​'​t t​a​k​e any g​u​f​f off of t​h​o​s​e s​w​i​n​e​.​'​
​
  - h​u​n​t​e​r t​h​o​m​p​s​o​n",0.4000000059604645,0.0,0.10000000149011612,0.0,0.5,0.0,0.0,obscene,zwsp,"good to see you in the comments again, rudy.

'don't take any guff off of those swine.'

  - hunter thompson"
